;id;Name;Main Story;Main + Extras;Completionist;All Styles;Platforms;Genre;Developer;Publisher;NA;EU;JP
0;3724.0; Front Mission ;21½ Hours ;21½ Hours ;25 Hours ;22 Hours ;   Nintendo DS, Super Nintendo ;NAN;   G-Craft ;   Square ;NAN;NAN;February 24, 1995 
1;3725.0; Front Mission (DS) ;26½ Hours ;34 Hours ;53 Hours ;33 Hours ;   Nintendo DS ;   Tactical role-playing ;   Square Enix ;   Square Enix ;October 23, 2007 ;NAN;March 22, 2007 
2;3726.0; Front Mission 2 ;55½ Hours ;66½ Hours ;114 Hours ;64½ Hours ;   PlayStation ;NAN;   G-Craft ;   Square ;NAN;NAN;September 25, 1997 
3;3727.0; Front Mission 3 ;38½ Hours ;65 Hours ;80½ Hours ;48½ Hours ;   PlayStation ;NAN;   Square Product Development Division 6 ;   Square ;March 22, 2000 ;August 11, 2000 ;September 02, 1999 
4;3728.0; Front Mission 4 ;36½ Hours ;50 Hours ;69 Hours ;41 Hours ;   PlayStation 2 ;NAN;   Square Enix Product Development Division 6 ;   Square Enix ;June 15, 2004 ;NAN;December 18, 2003 
5;3729.0; Front Mission 5: Scars of the War ;36 Hours ;40½ Hours ;50 Hours ;40½ Hours ;   PlayStation 2 ;NAN;   Square Enix ;   Square Enix ;NAN;NAN;December 29, 2005 
6;3730.0; Front Mission Evolved ;7½ Hours ;9 Hours ;10½ Hours ;8 Hours ;   PC, PlayStation 3, Xbox 360 ;NAN;   Double Helix Games ;NAN;September 28, 2010 ;October 08, 2010 ;September 16, 2010 
7;3731.0; Front Mission: Gun Hazard ;16½ Hours ;16½ Hours ;-- ;16½ Hours ;   Super Nintendo ;NAN;   Omiya Soft ;   Square ;NAN;NAN;February 23, 1996 
8;3732.0; Frontier Elite 2 ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
9;3733.0; Frontline (1992) ;-- ;-- ;1 Hours ;1 Hours ;   Sega Mega Drive/Genesis ;   Puzzle ;   Sega ;   Sega ; 1992 ; 1992 ; 1992 
10;3734.0; Frontlines: Fuel of War ;5½ Hours ;7½ Hours ;11 Hours ;5½ Hours ;   PC, Xbox 360 ;NAN;NAN;   THQ ;February 25, 2008 ;February 29, 2008 ;NAN
11;3735.0; Frozen Synapse ;22½ Hours ;33 Hours ;-- ;25 Hours ;   PC ;NAN;   Mode 7 Games ;   Mode 7 Games ;May 26, 2011 ;May 26, 2011 ;NAN
12;3736.0; Fruit Ninja ;2 Hours ;6 Hours ;20½ Hours ;5 Hours ;   Mobile, PlayStation Vita ;NAN;   Halfbrick Studios ;   Halfbrick Studios ;April 21, 2010 ;April 21, 2010 ;NAN
13;3738.0; FTL: Faster Than Light ;12½ Hours ;29 Hours ;112 Hours ;23 Hours ;   Mobile, PC ;   Roguelike ;   Subset Games ;   Subset Games ;September 14, 2012 ;September 14, 2012 ;NAN
14;3739.0; Fuel ;26½ Hours ;47½ Hours ;59½ Hours ;46 Hours ;   PC, PlayStation 3, Xbox 360 ;NAN;   Asobo Studio ;   Codemasters ;June 02, 2009 ;June 05, 2009 ;NAN
15;3741.0; Full Auto ;5½ Hours ;-- ;-- ;5½ Hours ;   Xbox 360 ;   Vehicular combat ;   Pseudo Interactive ;   Sega ;February 14, 2006 ;February 10, 2006 ;September 28, 2006 
