;id;Name;Main Story;Main + Extras;Completionist;All Styles;Platforms;Genre;Developer;Publisher;NA;EU;JP
0;40000.0; Space Rogue (2016) ;10 Hours ;-- ;-- ;10 Hours ;   PC ;NAN;   Red Beat ;   Red Beat ;September 15, 2016 ;NAN;NAN
1;40001.0; Mario Kart Arcade GP 2 ;2 Hours ;-- ;-- ;2 Hours ;   Arcade ;   Racing ;   Namco ;   Nintendo ;NAN;NAN;March 14, 2007 
2;40002.0; Timore 5 ;-- ;-- ;-- ;-- ;   PC ;   Survival Horror ;   Vidas Salavejus ;   Vidas Salavejus ;August 25, 2016 ;NAN;NAN
3;40003.0; Mystic Messenger ;7 Hours ;36½ Hours ;-- ;12 Hours ;   Mobile ;NAN;   Cheritz ;   Cheritz ;NAN;NAN;NAN
4;40004.0; Serious Sam VR: The Last Hope ;-- ;2 Hours ;-- ;2 Hours ;   PC ;   Action ;   Croteam VR ;NAN;October 17, 2016 ;NAN;NAN
5;40005.0; SHENZHEN I/O ;30 Hours ;45 Hours ;53½ Hours ;39½ Hours ;   PC ;   Simulation ;   Zachtronics ;   Zachtronics ;October 06, 2016 ;NAN;NAN
6;40006.0; Northgard ;14 Hours ;40 Hours ;98 Hours ;18½ Hours ;   Mac, Mobile, Nintendo Switch, PC, PlayStation 4, Xbox One ;NAN;   Shiro Games ;   Shiro Games ;March 07, 2018 ;March 07, 2018 ;NAN
7;40007.0; Minecraft: Story Mode - Episode 8: A Journey's End? ;1½ Hours ;NAN;NAN;NAN;   Mobile, PC, PlayStation 3, PlayStation 4, Xbox 360, Xbox One ;NAN;   Telltale Games ;   Telltale Games ;September 13, 2016 ;NAN;NAN
8;40008.0; Jet Impulse ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
9;40011.0; ecotone ;3½ Hours ;-- ;-- ;3½ Hours ;   PC ;   Platform ;   Sundae Factory ;   Sundae Factory ;May 06, 2016 ;May 06, 2016 ;NAN
10;40014.0; Super Jagua ;-- ;-- ;-- ;-- ;   PC ;NAN;   Cbritez ;   Cbritez ;September 15, 2016 ;NAN;NAN
11;40015.0; Razor Racing ;33 Mins ;-- ;-- ;33 Mins ;   PlayStation ;   Racing/Driving ;   Vision Scape ;   Crave ;November 01, 2001 ;March 15, 2002 ;NAN
12;40018.0; True or False ;-- ;35 Mins ;54 Mins ;53 Mins ;   PC ;NAN;   Vladimir Maslov ;   Vladimir Maslov ;September 16, 2016 ;NAN;NAN
13;40019.0; Soccer Manager 2017 ;-- ;-- ;-- ;-- ;   PC ;NAN;   Soccer Manager ;   Soccer Manager ;September 16, 2016 ;NAN;NAN
14;40020.0; Price ;1 Hours ;1 Hours ;1 Hours ;1 Hours ;   PC ;   Puzzle ;   YETU GAME ;   YETU GAME ;September 15, 2016 ;NAN;NAN
15;40021.0; Rollout ;-- ;NAN;NAN;NAN;   PC ;NAN;   Ryan Up In Here ;   Ryan Up In Here ;September 15, 2016 ;NAN;NAN
16;40022.0; Tuebor ;-- ;-- ;NAN;NAN;   PC ;   Sports ;   Strength in Numbers Studios ;   Strength in Numbers Studios ;September 14, 2016 ;NAN;NAN
