;id;Name;Main Story;Main + Extras;Completionist;All Styles;Platforms;Genre;Developer;Publisher;NA;EU;JP
0;14446.0; DoDonPachi Dai-Fukkatsu Black Label ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
1;14448.0; Legends of Dawn ;-- ;-- ;-- ;-- ;   PC ;   Role-Playing ;   Dreamatrix ;   Dreamatrix ;June 27, 2013 ;NAN;NAN
2;14449.0; Last Knight ;1½ Hours ;2½ Hours ;-- ;1½ Hours ;   PC ;NAN;   Toco Games ;   Toco Games ;September 20, 2013 ;September 20, 2013 ;NAN
3;14450.0; Finding Teddy ;2 Hours ;2½ Hours ;2½ Hours ;2 Hours ;   Mobile, PC ;NAN;   LookAtMyGame ;NAN; 2013 ;NAN;NAN
4;14451.0; One Finger Death Punch ;6½ Hours ;10½ Hours ;31 Hours ;9½ Hours ;   PC ;   Fighting ;   Silver Dollar Games ;NAN;June 24, 2013 ;NAN;NAN
5;14452.0; Assassin's Creed III: The Tyranny of King Washington - The Betrayal DLC ;1½ Hours ;3 Hours ;3½ Hours ;2½ Hours ;   PC, PlayStation 3, PlayStation 4, Xbox 360, Xbox One ;NAN;   Ubisoft Montreal ;   Ubisoft ;March 19, 2013 ;NAN;NAN
6;14454.0; Noire ;-- ;-- ;-- ;-- ;NAN;NAN;   Lazy Guys Studio ;NAN;May 10, 2013 ;NAN;NAN
7;14455.0; Divo ;-- ;-- ;-- ;-- ;   PC ;   Platform ;   Roman Syrovatka ;   Roman Syrovatka ;February 01, 2013 ;NAN;NAN
8;14456.0; Raycatcher ;-- ;-- ;-- ;-- ;   PC ;   Puzzle ;NAN;   Thinking Studios ;April 17, 2009 ;NAN;NAN
9;14458.0; Subject 9 ;-- ;-- ;4½ Hours ;4½ Hours ;   PC ;NAN;   SilentDeveloper ;NAN; 2013 ;NAN;NAN
10;14459.0; Dualsus ;-- ;-- ;-- ;-- ;NAN;NAN;   Revolution System Games ;NAN; 2013 ;NAN;NAN
11;14460.0; ARKADIANAX ;-- ;-- ;-- ;-- ;NAN;   Shooter ;   Sumersion Studio ;NAN; 2013 ;NAN;NAN
12;14462.0; Titanic Mystery 2 ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
