;id;Name;Main Story;Main + Extras;Completionist;All Styles;Platforms;Genre;Developer;Publisher;NA;EU;JP
0;30447.0; Space Football: One on One ;-- ;-- ;-- ;-- ;NAN;   Sports ;   Argonaut Games ;   Triffix ;June 1992 ;NAN;NAN
1;30448.0; Toys (1993) ;1 Hours ;-- ;2 Hours ;1½ Hours ;   Super Nintendo ;   Action ;   Imagineering ;   Absolute Entertainment ; 1993 ;NAN;NAN
2;30450.0; Lester the Unlikely ;2½ Hours ;-- ;-- ;2½ Hours ;   Super Nintendo ;NAN;   Visual Concepts ;   DTMC ; 1994 ;NAN;NAN
3;30452.0; Super Soccer Champ ;1 Hours ;-- ;-- ;1 Hours ;NAN;   Sports ;   Taito ;NAN;NAN;NAN;NAN
4;30453.0; Super Gussun Oyoyo ;-- ;-- ;-- ;-- ;NAN;   Puzzle ;   Kan's ;   Banpresto ;NAN;NAN;August 11, 1985 
5;30454.0; Jewel Quest Mysteries ;-- ;-- ;-- ;-- ;   PC ;NAN;   iWin ;   iWin ;NAN;NAN;NAN
6;30455.0; DESYNC ;4 Hours ;-- ;-- ;4 Hours ;   PC ;NAN;   The Foregone Syndicate ;   Adult Swim Games ; 2016 ; 2016 ; 2016 
7;30456.0; Black Closet ;6 Hours ;13 Hours ;-- ;7 Hours ;   PC ;NAN;   Hanako Games ;   Hanako Games ;September 16, 2015 ;NAN;NAN
8;30457.0; Shovel Knight: Plague of Shadows ;6 Hours ;8 Hours ;11½ Hours ;7½ Hours ;   PC, Nintendo 3DS, Nintendo Switch, PlayStation 3, PlayStation 4, PlayStation Vita, Wii U, Xbox One ;NAN;   Yacht Club Games ;   Yacht Club Games ;September 17, 2015 ;NAN;NAN
9;30458.0; Sports Car GT ;-- ;-- ;-- ;-- ;   PlayStation ;NAN;   Image Space Incorporated ;   Electronic Arts ;April 30, 1999 ;NAN;NAN
10;30460.0; Total War: Arena ;-- ;-- ;-- ;NAN;   PC ;   Strategy ;   Creative Assembly ;   Sega ; 2015 ;NAN;NAN
11;30461.0; Dot Arcade ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
12;30462.0; Bomberman Max: Red Challenger ;-- ;-- ;-- ;-- ;   Game Boy Color ;   Role-Playing ;   Hudson ;   Vatical Entertainment ;May 14, 2000 ;NAN;December 17, 1999 
13;30463.0; Disney's Doug: Doug's Big Game ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
14;30464.0; Tiny Toon Adventures: Buster Saves the Day ;-- ;-- ;1 Hours ;1 Hours ;   Game Boy Color ;   Platform ;   Warthog ;   Conspiracy Games ;July 30, 2001 ;NAN;NAN
15;30465.0; Looney Tunes: Carrot Crazy ;1½ Hours ;-- ;-- ;1½ Hours ;   Game Boy Color ;NAN;   Bit Managers ;   Infogrames ;January 1999 ; 1998 ;NAN
