;id;Name;Main Story;Main + Extras;Completionist;All Styles;Platforms;Genre;Developer;Publisher;NA;EU;JP
0;7446.0; Qlione ;-- ;-- ;-- ;-- ;NAN;   Shooter ;   Rockin' Android ;   Rockin' Android ;NAN;NAN;NAN
1;7447.0; qrth-phyl ;-- ;44 Mins ;-- ;44 Mins ;NAN;NAN;   hermitgames ;NAN;September 09, 2010 ;NAN;NAN
2;7448.0; QuackShot ;3 Hours - 3½ Hours ;NAN;NAN;NAN;   Sega Mega Drive/Genesis ;NAN;   Sega ;   Sega ;December 19, 1991 ;December 1991 ;December 20, 1991 
3;7449.0; Quad Challenge ;-- ;-- ;1 Hours ;1 Hours ;   Sega Mega Drive/Genesis ;   Racing/Driving ;   Now Production ;   Namco ; 1991 ;NAN;NAN
4;7451.0; Quadrun (1983) ;-- ;-- ;-- ;-- ;   Atari 2600, PC ;NAN;   Atari ;   Atari ; 1983 ;NAN;NAN
5;7452.0; Quake ;5½ Hours ;6½ Hours ;10 Hours ;6 Hours ;   Amiga, Mobile, Nintendo 64, Nintendo Switch, PC, PlayStation 4, Sega Saturn, Xbox One ;NAN;   id Software ;   Misc ;June 22, 1996 ; 1996 ;NAN
6;7453.0; Quake 4 ;8 Hours ;10 Hours ;14 Hours ;8½ Hours ;   PC, Xbox 360 ;NAN;   Raven Software ;   Activision ;October 18, 2005 ;October 21, 2005 ;NAN
7;7454.0; Quake 64 ;2 Hours ;-- ;2½ Hours ;2½ Hours ;   Nintendo 64, PC ;NAN;   Midway Games ;   Midway Games ;June 22, 1996 ; 1996 ;NAN
8;7455.0; Quake II ;8h ;10h ;9h ;9h ;   Amiga, Nintendo 64, PC, PlayStation, Xbox 360 ;NAN;   Id Software ;   Activision ;December 09, 1997 ; 1997 ;NAN
9;7456.0; Quake II Netpack I: Extremities ;-- ;-- ;-- ;NAN;NAN;NAN;   Id Software ;   Activision ;November 26, 1998 ;NAN;NAN
10;7457.0; Quake II: Ground Zero ;6 Hours ;6 Hours ;10 Hours ;6½ Hours ;   PC ;NAN;   Rogue Entertainment ;   id Software ;August 31, 1998 ;NAN;NAN
11;7458.0; Quake II: The Reckoning ;5 Hours ;6 Hours ;9½ Hours ;6 Hours ;   PC ;NAN;   Xatrix Entertainment ;   id Software ;May 30, 1998 ;NAN;NAN
12;7459.0; Quake III Arena ;5½ Hours ;8 Hours ;17½ Hours ;8 Hours ;   Dreamcast, PC, PlayStation 2 ;   First-person shooter ;NAN;NAN;December 02, 1999 ;NAN;NAN
13;7460.0; Quake III: Revolution ;5 Hours ;-- ;-- ;5 Hours ;   PC, PlayStation 2 ;NAN;   Bullfrog Productions ;   Electronic Arts ; 2001 ;NAN;NAN
14;7461.0; Quake III: Team Arena ;5 Hours ;8 Hours ;9 Hours ;7 Hours ;   PC ;   First-person shooter ;   id Software ;   Activision ;December 2000 ;NAN;NAN
15;7462.0; Quake Mission Pack 1: Scourge of Armagon ;3 Hours ;4½ Hours ;5 Hours ;3½ Hours ;   Nintendo Switch, PC, PlayStation 4, Xbox One ;NAN;   Hipnotic Interactive ;   id Software ;February 28, 1997 ;February 28, 1997 ;NAN
16;7463.0; Quake Mission Pack 2: Dissolution of Eternity ;4 Hours ;5 Hours ;5 Hours ;4 Hours ;   Nintendo Switch, PC, Xbox One ;NAN;   Rogue Entertainment ;   id Software ;March 31, 1997 ;March 31, 1997 ;NAN
17;7467.0; Quantum of Solace ;6 Hours ;7 Hours ;17½ Hours ;6½ Hours ;   Nintendo DS, PC, PlayStation 2, PlayStation 3, Wii, Xbox 360 ;NAN;NAN;NAN;November 04, 2008 ;October 31, 2008 ;NAN
18;7468.0; Quantum Redshift ;-- ;5 Hours ;-- ;5 Hours ;   Xbox ;   Racing ;   Curly Monsters ;   Microsoft Game Studios ;September 17, 2002 ;NAN;NAN
19;7469.0; Quantum Theory ;6½ Hours ;14 Hours ;-- ;7 Hours ;   PlayStation 3, Xbox 360 ;   Third-person shooter ;   Team Tachyon ;   Tecmo ;September 28, 2010 ;September 24, 2010 ;September 30, 2010 
20;7470.0; QuantZ ;-- ;-- ;-- ;-- ;   PC ;NAN;   Gamerizon ;   Gamerizon ;September 03, 2009 ;NAN;NAN
21;7471.0; Quarantine (1994) ;54 Mins ;5 Hours ;-- ;1½ Hours ;   PC ;   Racing ;   Imagexcel ;   GameTek ; 1994 ; 1994 ;NAN
22;7473.0; Quarth ;3 Hours ;-- ;3 Hours ;3 Hours ;   Arcade, Game Boy, MSX, NES, Nintendo Switch, PlayStation 2, PlayStation 4, Sharp X68000 ;   Puzzle ;   Konami ;   Konami ;June 16, 1990 ;NAN;NAN
23;7474.0; Quattro Adventure ;-- ;-- ;-- ;-- ;NAN;NAN;   Codemasters ;   Camerica ; 1991 ;NAN;NAN
24;7475.0; Quattro Arcade ;-- ;-- ;-- ;-- ;NAN;   Compilation ;   Codemasters ;   Camerica ; 1992 ;NAN;NAN
25;7477.0; Queen's Gate Spiral Chaos ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
26;7478.0; Quell Memento ;4½ Hours ;5½ Hours ;6½ Hours ;6½ Hours ;   Mobile, PC, PlayStation Vita ;   Puzzle ;   Fallen Tree Games ;NAN;NAN;NAN;NAN
27;7479.0; Quest 64 ;11½ Hours ;12½ Hours ;13 Hours ;12 Hours ;   Nintendo 64 ;   Role-Playing ;   Imagineer ;NAN;June 11, 1998 ;September 30, 1998 ;May 31, 1999 
28;7480.0; Quest for Glory II: Trial by Fire ;7 Hours ;11 Hours ;-- ;10 Hours ;   PC ;NAN;   Sierra ;   Sierra ;November 1990 ;NAN;NAN
29;7481.0; Quest for Glory III: Wages of War ;8½ Hours ;9½ Hours ;10½ Hours ;9 Hours ;   PC ;NAN;   Sierra ;   Sierra ;August 1992 ;NAN;NAN
30;7482.0; Quest for Glory V: Dragon Fire ;14 Hours ;28½ Hours ;-- ;21 Hours ;   PC ;NAN;   Sierra ;   Sierra ; 1998 ;NAN;NAN
