;id;Name;Main Story;Main + Extras;Completionist;All Styles;Platforms;Genre;Developer;Publisher;NA;EU;JP
0;10447.0; Tom Clancy's Rainbow Six 3: Iron Wrath ;2½ Hours ;-- ;-- ;2½ Hours ;   PC ;NAN;   Ubisoft Casablanca ;   Ubisoft Entertainment ;June 09, 2005 ;June 09, 2005 ;NAN
1;10448.0; Tom Clancy's Rainbow Six 3: Raven Shield ;11 Hours ;12½ Hours ;-- ;11½ Hours ;   PC ;   Tactical Shooter ;NAN;   Ubisoft ;March 18, 2003 ;March 21, 2003 ;NAN
2;10449.0; Tom Clancy's Rainbow Six Mission Pack: Eagle Watch ;3 Hours ;-- ;5 Hours ;4 Hours ;   Dreamcast, PC ;NAN;   Red Storm Entertainment ;   Red Storm Entertainment ;March 31, 1999 ;NAN;NAN
3;10450.0; Tom Clancy's Rainbow Six: Covert Ops Essentials ;-- ;-- ;-- ;-- ;   PC ;   First-person Shooter ;   Magic Lantern Playware ;   Red Storm Entertainment ;September 28, 2000 ;NAN;NAN
4;10451.0; Tom Clancy's Rainbow Six: Lockdown ;8 Hours ;8 Hours ;16 Hours ;9 Hours ;   Nintendo GameCube, PC, PlayStation 2, Xbox ;   Tactical Shooter ;   Red Storm Entertainment ;   Ubisoft ;September 08, 2005 ;September 09, 2005 ;NAN
5;10452.0; Tom Clancy's Rainbow Six: Lone Wolf ;1½ Hours ;-- ;2½ Hours ;2 Hours ;   PlayStation ;NAN;   Red Storm Entertainment ;   Ubisoft Entertainment ;July 04, 2002 ;NAN;NAN
6;10453.0; Tom Clancy's Rainbow Six: Rogue Spear ;13½ Hours ;-- ;-- ;13½ Hours ;   Dreamcast, Game Boy Advance, PC, PlayStation ;   Tactical Shooter ;   Red Storm Entertainment ;   Red Storm Entertainment ;August 31, 1999 ;September 22, 1999 ;NAN
7;10455.0; Tom Clancy's Rainbow Six: Vegas ;8½ Hours ;12½ Hours ;30½ Hours ;10 Hours ;   PC, PlayStation 2, PlayStation 3, PlayStation Portable, Xbox, Xbox 360 ;NAN;   Ubisoft Montreal ;   Ubisoft ;November 22, 2006 ;December 01, 2006 ;NAN
8;10456.0; Tom Clancy's Rainbow Six: Vegas 2 ;8½ Hours ;12½ Hours ;20½ Hours ;9½ Hours ;   PC, PlayStation 3, Xbox 360 ;NAN;   Ubisoft Montreal ;   Ubisoft ;March 18, 2008 ;March 20, 2008 ;NAN
9;10457.0; Tom Clancy's Splinter Cell ;11h ;-- ;11h ;11h ;   Game Boy Advance, Nintendo GameCube, PC, PlayStation 2, PlayStation 3, Xbox ;NAN;   Ubisoft ;   Ubisoft ;November 17, 2002 ;November 29, 2002 ;November 27, 2003 
10;10458.0; Tom Clancy's Splinter Cell 3D ;12 Hours ;15 Hours ;17½ Hours ;14 Hours ;   Nintendo 3DS ;NAN;   UbiSoft ;   Ubisoft ;April 10, 2011 ;March 25, 2011 ;March 17, 2011 
11;10461.0; Tom Clancy's Splinter Cell: Chaos Theory ;13h ;14h ;21h ;14h ;   PC, Nintendo DS, Nintendo GameCube, PlayStation 2, PlayStation 3, Xbox, Xbox 360, Xbox One ;NAN;NAN;   Ubisoft ;March 28, 2005 ;April 01, 2005 ;November 17, 2005 
12;10462.0; Tom Clancy's Splinter Cell: Conviction ;7½ Hours ;11½ Hours ;18 Hours ;8½ Hours ;   Mobile, PC, PlayStation 3, Xbox 360, Xbox One ;NAN;   Ubisoft Montreal ;   Ubisoft ;April 13, 2010 ;April 16, 2010 ;NAN
13;10463.0; Tom Clancy's Splinter Cell: Double Agent ;12h ;11h ;12h ;12h ;   Nintendo GameCube, PC, PlayStation 2, PlayStation 3, Wii, Xbox, Xbox 360, Xbox One ;NAN;NAN;   Ubisoft ;October 17, 2006 ;October 20, 2006 ;February 22, 2007 
14;10464.0; Tom Clancy's Splinter Cell: Essentials ;10 Hours ;-- ;-- ;10 Hours ;   PlayStation Portable ;NAN;   Ubisoft Montreal ;   Ubisoft ;March 21, 2006 ;April 07, 2006 ;NAN
15;10465.0; Tom Clancy's Splinter Cell: Pandora Tomorrow ;10h ;12h ;16h ;11h ;   Game Boy Advance, Nintendo GameCube, PC, PlayStation 2, PlayStation 3, Xbox, Xbox 360 ;NAN;   Ubisoft Shanghai ;   Ubisoft ;March 23, 2004 ;March 26, 2004 ;April 07, 2005 
16;10466.0; Tom Clancy's Rainbow Six: Shadow Vanguard ;2½ Hours ;-- ;-- ;2½ Hours ;   Mobile ;NAN;   Gameloft ;   Gameloft ;December 11, 2011 ;NAN;NAN
17;10467.0; Tom Mason's Dinosaurs for Hire ;2 Hours ;-- ;-- ;2 Hours ;   Sega Mega Drive/Genesis ;NAN;   Malibu Interactive ;   Sega ;August 06, 1993 ;NAN;NAN
18;10468.0; Tomb Raider (1996) ;16 Hours ;18 Hours ;19½ Hours ;17 Hours ;   N-Gage, PC, PlayStation, PlayStation 3, Sega Saturn ;NAN;NAN;   Eidos Interactive ;November 14, 1996 ;October 25, 1996 ;NAN
19;10469.0; Tomb Raider (2013) ;11½ Hours ;15½ Hours ;20½ Hours ;14½ Hours ;   Google Stadia, PC, PlayStation 3, PlayStation 4, Xbox 360, Xbox One ;NAN;NAN;   Square Enix ;March 05, 2013 ;March 05, 2013 ;April 25, 2013 
20;10470.0; Tomb Raider Chronicles ;11 Hours ;12 Hours ;14 Hours ;12 Hours ;   Dreamcast, PC, PlayStation, PlayStation 2 ;NAN;   Core Design ;   Eidos Interactive ;November 24, 2000 ;November 17, 2000 ;May 31, 2001 
21;10471.0; Tomb Raider II ;15½ Hours ;19 Hours ;22 Hours ;17½ Hours ;   PC, PlayStation, PlayStation 2, PlayStation 3 ;NAN;   Core Design ;   Eidos Interactive ;November 24, 1997 ;November 24, 1997 ;NAN
22;10472.0; Tomb Raider III: Adventures of Lara Croft ;18½ Hours ;22 Hours ;23 Hours ;21 Hours ;   PC, PlayStation ;NAN;   Core Design ;   Eidos Interactive ;November 21, 1998 ;December 1998 ;NAN
23;10473.0; Tomb Raider Trilogy ;44½ Hours ;-- ;-- ;NAN;   PlayStation 3 ;NAN;   Square Enix ;   Square Enix ;March 22, 2011 ;NAN;NAN
24;10476.0; Tomb Raider: Anniversary ;12½ Hours ;15 Hours ;20 Hours ;14½ Hours ;   PC, PlayStation 2, PlayStation 3, PlayStation Portable, Wii, Xbox 360, Xbox One ;NAN;NAN;NAN;June 05, 2007 ;June 01, 2007 ;NAN
25;10477.0; Tomb Raider: Legend ;6h ;8h ;-- ;7h ;   Game Boy Advance, Mobile, Nintendo DS, Nintendo GameCube, PC, PlayStation 2, PlayStation Portable, Xbox, Xbox 360 ;NAN;NAN;   Eidos Interactive ;April 11, 2006 ;April 07, 2006 ;NAN
26;10479.0; Tomb Raider: The Angel of Darkness ;14½ Hours ;18 Hours ;20 Hours ;16 Hours ;   PC, PlayStation 2 ;NAN;   Core Design ;   Eidos Interactive ;June 20, 2003 ;June 20, 2003 ;NAN
