;id;Name;Main Story;Main + Extras;Completionist;All Styles;Platforms;Genre;Developer;Publisher;NA;EU;JP
0;27446.0; Zombie: Kill of the Week - Reborn ;3½ Hours ;-- ;17 Hours ;6½ Hours ;   PC ;   Action ;   Still Running ;NAN;March 13, 2015 ;NAN;NAN
1;27448.0; Robo Miner ;-- ;-- ;-- ;-- ;   PC ;NAN;NAN;NAN;November 2013 ;NAN;NAN
2;27449.0; Always The Same Blue Sky... ;48 Mins ;59 Mins ;1 Hours ;58 Mins ;   PC ;   Visual Novel ;   Crimson Night ;   Flying Interactive ;May 21, 2015 ;NAN;NAN
3;27450.0; Fox & Flock ;3 Hours ;4½ Hours ;-- ;3½ Hours ;   PC ;   Puzzle ;   Smarter Games ;   Flying Interactive ;June 09, 2015 ;NAN;NAN
4;27451.0; Avenging Angel ;-- ;2 Hours ;-- ;2 Hours ;   PC ;NAN;   Dark Amber Softworks ;   Dark Amber Softworks ;June 01, 2015 ;NAN;NAN
5;27452.0; Forest Warrior ;-- ;-- ;-- ;-- ;   PC ;NAN;   Inferno Studio ;   Shell Media ;July 25, 2015 ;NAN;NAN
6;27453.0; Football Mogul 2014 ;-- ;-- ;-- ;-- ;   PC ;NAN;   Sports Mogul ;   Sports Mogul ;September 04, 2013 ;NAN;NAN
7;27454.0; Burnstar ;-- ;-- ;-- ;-- ;   PC ;NAN;   Nerve Software ;   Nerve Software ;March 18, 2015 ;NAN;NAN
8;27455.0; Ludoku ;-- ;-- ;-- ;-- ;   PC ;   Puzzle ;   Ludomo Gamestudio ;   Ludomo Gamestudio ;May 25, 2015 ;NAN;NAN
9;27457.0; Disney Think Fast: The Ultimate Trivia Showdown ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
10;27458.0; hypersonic.xtreme ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
11;27459.0; Jurassic Park (Arcade) ;22 Mins ;-- ;-- ;22 Mins ;   Arcade ;NAN;   Sega-AM3 ;   Sega ; 1994 ;NAN;NAN
12;27460.0; WALL-E ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
13;27462.0; Loot Hero DX ;31 Mins ;2 Hours ;3½ Hours ;3 Hours ;   PC, PlayStation 4, Xbox One ;NAN;   VaragtP ;   VaragtP ;July 03, 2015 ;July 03, 2015 ;July 03, 2015 
14;27464.0; Pause Ahead ;27 Mins ;30 Mins ;1 Hours ;34 Mins ;   Browser, PC ;NAN;   Askiisoft ;   Askiisoft ;August 2013 ;NAN;NAN
15;27465.0; Lost Dimension ;16 Hours ;20 Hours ;29 Hours ;21 Hours ;   PC, PlayStation 3, PlayStation Vita ;NAN;   Lancarse ;NAN;July 28, 2015 ;NAN;NAN
16;27466.0; One Step Back ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
17;27473.0; Star Command (1988) ;-- ;12 Hours ;-- ;12 Hours ;NAN;   Role-Playing ;   Strategic Simulations ;   Strategic Simulations ; 1988 ;NAN;NAN
18;27474.0; Chamber of the Sci-Mutant Priestess ;50 Mins ;-- ;-- ;50 Mins ;   Amiga, Atari ST, PC ;NAN;NAN;NAN; 1989 ;NAN;NAN
19;27489.0; Age of Empires Online ;-- ;-- ;-- ;NAN;   PC ;NAN;NAN;   Microsoft Game Studios ;August 16, 2011 ;NAN;NAN
20;27491.0; EverQuest: Secrets of Faydwer ;-- ;-- ;NAN;NAN;   PC ;NAN;   Sony Online Entertainment ;   Sony Online Entertainment ;NAN;NAN;NAN
21;27492.0; EverQuest: Seeds of Destruction ;100 Hours ;-- ;-- ;NAN;   PC ;NAN;   Sony Online Entertainment ;   Sony Online Entertainment ;October 21, 2008 ;NAN;NAN
22;27493.0; Football Manager 2014 Editor ;NAN;NAN;NAN;NAN;   PC ;NAN;NAN;NAN;NAN;NAN;NAN
23;27494.0; Football Manager 2014 Resource Archiver ;NAN;NAN;NAN;NAN;   PC ;NAN;NAN;NAN;NAN;NAN;NAN
24;27495.0; RPG Maker XP ;-- ;NAN;NAN;NAN;   PC ;   Role-Playing ;   KADOKAWA ;   Degica ;September 16, 2005 ;NAN;NAN
25;27496.0; You Need A Budget 4 (YNAB) ;NAN;NAN;NAN;NAN;   PC ;NAN;NAN;NAN;NAN;NAN;NAN
26;27498.0; Temple of Apshai Trilogy ;-- ;NAN;NAN;NAN;NAN;   Role-Playing ;   Automated Simulations ;   Epyx ; 1985 ;NAN;NAN
