;id;Name;Main Story;Main + Extras;Completionist;All Styles;Platforms;Genre;Developer;Publisher;NA;EU;JP
45;71.0; 3D Ultra MiniGolf Adventures ;5½ Hours ;-- ;-- ;5½ Hours ;   PC, Xbox 360 ;   Sports ;   Wanako Studios ;   Sierra On-Line ;April 18, 2007 ;NAN;NAN
46;74.0; 3rd Super Robot Wars Alpha: To the End of the Galaxy ;79 Hours ;-- ;-- ;79 Hours ;   PlayStation 2 ;   Tactical RPG ;   Banpresto ;   Banpresto ;NAN;NAN;July 28, 2005 
47;76.0; 3Xtreme ;1 Hours ;4 Hours ;-- ;2 Hours ;   PlayStation ;   Sports ;   989 Sports ;   989 Sports ;April 21, 1999 ;NAN;NAN
48;77.0; 4 Elements ;8 Hours ;9 Hours ;10 Hours ;9½ Hours ;   Nintendo 3DS, Nintendo DS, PC, PlayStation 3 ;NAN;   Playrix Entertainment ;   Playrix Entertainment ;September 03, 2008 ;NAN;NAN
49;78.0; 4 Wheel Drive ;40 Mins ;-- ;-- ;40 Mins ;NAN;NAN;   IDL Group ;   Gremlin Graphics ;November 1994 ; 1994 ;NAN
50;79.0; 40 Winks ;7 Hours ;10½ Hours ;12 Hours ;9 Hours ;   Nintendo 64, PC, PlayStation ;   Platform ;   Eurocom ;   GT Interactive ;November 14, 1999 ;November 1999 ;NAN
51;80.0; 400 Years ;17 Mins ;33 Mins ;-- ;20 Mins ;   Browser, PC ;   Puzzle ;   Scriptwelder ;NAN;NAN;NAN;NAN
52;84.0; 5 Days a Stranger ;3 Hours ;-- ;3 Hours ;3 Hours ;   PC ;   Adventure ;"   Ben ""Yahtzee"" Croshaw ";"   Ben ""Yahtzee"" Croshaw ";September 29, 2003 ;NAN;NAN
53;85.0; 50 Cent: Blood on the Sand ;5 Hours ;7½ Hours ;9½ Hours ;6 Hours ;   PlayStation 2, PlayStation 3, Xbox 360 ;NAN;   Swordfish Studios ;   THQ ;February 24, 2009 ;February 20, 2009 ;NAN
54;86.0; 50 Cent: Bulletproof ;5½ Hours ;6½ Hours ;10 Hours ;6½ Hours ;   PlayStation 2, PlayStation Portable, Xbox ;   Action ;NAN;NAN;November 17, 2005 ;November 25, 2005 ;NAN
55;87.0; 6 Day Assassin ;15 Mins ;-- ;-- ;15 Mins ;   PC ;   Adventure ;NAN;NAN;NAN;NAN;NAN
56;88.0; 6 Days a Sacrifice ;2 Hours ;-- ;3 Hours ;3 Hours ;   PC ;   Adventure ;"   Ben ""Yahtzee"" Croshaw ";"   Ben ""Yahtzee"" Croshaw ";January 25, 2007 ;NAN;NAN
57;89.0; 6 Degrees of Sabotage ;15 Mins ;-- ;17 Mins ;15 Mins ;   Browser ;NAN;   Lucas Pope ;NAN;NAN;NAN;NAN
58;90.0; 60 Seconds Burger Run ;5 Mins ;15 Mins ;38 Mins ;15 Mins ;   Browser ;   Action ;NAN;NAN;NAN;NAN;NAN
59;91.0; 60 Seconds Santa Run ;15 Mins ;-- ;-- ;15 Mins ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
60;93.0; 7 Days a Skeptic ;3 Hours ;-- ;3½ Hours ;3 Hours ;   PC ;   Adventure ;"   Ben ""Yahtzee"" Croshaw ";"   Ben ""Yahtzee"" Croshaw ";July 27, 2004 ;July 27, 2004 ;NAN
61;95.0; 7 Wonders II ;6 Hours ;5½ Hours ;6½ Hours ;5½ Hours ;   PC ;   Puzzle ;   MumboJumbo ;   MumboJumbo ;June 10, 2008 ;NAN;NAN
62;96.0; 7 Wonders of the Ancient World ;5 Hours ;5 Hours ;6½ Hours ;5½ Hours ;   PC, PlayStation Portable ;   Puzzle ;   Hot Lava Games ;   MumboJumbo ;February 02, 2007 ;NAN;NAN
63;98.0; 7 Wonders: Treasures of Seven ;7 Hours ;7½ Hours ;9 Hours ;7½ Hours ;   PC ;   Puzzle ;   MumboJumbo ;   MumboJumbo ;October 24, 2008 ;NAN;NAN
64;99.0; 720 ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
65;100.0; 720 Degrees ;2 Hours ;-- ;3 Hours ;2½ Hours ;   Amstrad CPC, Arcade, Commodore 64, Game Boy Color, NES, ZX Spectrum ;   Sports ;   Atari Games ;   Atari Games ;December 1986 ;NAN;NAN
66;101.0; 7th Dragon ;34½ Hours ;46½ Hours ;90½ Hours ;48½ Hours ;   Nintendo DS ;   Role-Playing ;NAN;   Sega ;NAN;NAN;March 05, 2009 
67;102.0; 7th Dragon 2020 ;32½ Hours ;34½ Hours ;37½ Hours ;35 Hours ;   PlayStation Portable ;   Role-Playing ;NAN;   Sega ;NAN;NAN;November 23, 2011 
68;103.0; 7th Dragon 2020-II ;30 Hours ;35 Hours ;37½ Hours ;35½ Hours ;   PlayStation Portable ;NAN;   Sega ;   Sega ;NAN;NAN;April 18, 2013 
69;104.0; 8 Eyes ;2½ Hours ;2½ Hours ;5 Hours ;2½ Hours ;   NES, PC ;   Platform ;   Thinking Rabbit ;   Taxan ;January 1990 ;NAN;September 27, 1988 
70;105.0; 8-Bit Commando ;1 Hours ;2½ Hours ;4 Hours ;1½ Hours ;   PC ;NAN;   2DEngine ;NAN;July 09, 2011 ;NAN;NAN
71;106.0; 8-Bit Night ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
72;107.0; 80 Days: Around the World Adventure ;8 Hours ;-- ;8½ Hours ;8½ Hours ;   PC ;   Adventure ;NAN;NAN;NAN;NAN;NAN
73;108.0; 8Ball Allstars ;-- ;-- ;8 Hours ;8 Hours ;NAN;   Sports ;   Code Monkeys ;   Oxygen Games ;May 11, 2010 ;NAN;NAN
74;109.0; 90 Minutes ;-- ;-- ;-- ;NAN;NAN;   Sports ;   Smilebit ;   Sega ;NAN;October 25, 2001 ;NAN
75;110.0; 99 Levels to Hell ;7½ Hours ;13 Hours ;27½ Hours ;18½ Hours ;   PC ;NAN;   ZaxisGames ;NAN;February 26, 2013 ;NAN;NAN
76;112.0; 99Seconds ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
77;114.0; 9:05 ;15 Mins ;17 Mins ;-- ;15 Mins ;   Browser, Mobile, PC ;NAN;   Adam Cadre ;NAN;February 10, 2000 ;NAN;NAN
78;115.0; 9th Company: Roots of Terror ;4 Hours ;-- ;-- ;4 Hours ;   PC ;NAN;NAN;   Strategy First ;December 03, 2009 ;NAN;NAN
79;116.0; 9th Dawn ;-- ;-- ;-- ;-- ;NAN;NAN;   Valorware ;NAN;NAN;NAN;NAN
80;117.0; :the game: ;27 Mins ;-- ;28 Mins ;28 Mins ;   Browser ;NAN;NAN;NAN;NAN;NAN;NAN
81;119.0; A Boy and His Blob ;10 Hours ;10½ Hours ;18 Hours ;13 Hours ;   PC, PlayStation 3, PlayStation 4, PlayStation Vita, Wii, Xbox One ;NAN;   WayForward Technologies ;   Majesco Games ;October 13, 2009 ;November 06, 2009 ;NAN
82;120.0; A Boy and His Blob: Trouble on Blobolonia ;57 Mins ;2 Hours ;3 Hours ;2 Hours ;   NES ;NAN;   Imagineering ;NAN;January 1990 ;July 1991 ;November 29, 1990 
83;121.0; A Bug's Life ;5½ Hours ;11 Hours ;12½ Hours ;9½ Hours ;   Nintendo 64, PC, PlayStation ;   Platform ;   Traveller's Tales ;   Disney Interactive ;November 18, 1998 ;November 06, 1998 ;NAN
84;122.0; A Collection of Activision Classic Games for the Atari 2600 ;-- ;-- ;-- ;NAN;NAN;   Various ;   Learning Technologies Interactive ;   Activision ;September 30, 1998 ;NAN;NAN
85;124.0; A Duck Has An Adventure ;5 Mins ;-- ;15 Mins ;15 Mins ;   Browser, PC ;   Adventure ;   E-merl ;NAN;NAN;NAN;NAN
86;125.0; A Farewell to Dragons ;-- ;-- ;-- ;-- ;   PC ;NAN;NAN;   1C Company ;November 11, 2009 ;NAN;NAN
87;126.0; A Flipping Good Time ;-- ;-- ;3½ Hours ;3½ Hours ;NAN;NAN;   DigiPen Institute of Technology ;   DigiPen Institute of Technology ;NAN;NAN;NAN
88;128.0; A Game of Thrones: Genesis ;10 Hours ;23 Hours ;63 Hours ;15½ Hours ;   PC ;   Strategy ;   Cyanide ;   Focus Home Interactive ;September 29, 2011 ;September 29, 2011 ;NAN
89;129.0; A Grain of Truth ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
90;130.0; A Hat in Time ;9 Hours ;14 Hours ;16½ Hours ;13 Hours ;   Nintendo Switch, PC, PlayStation 4, Xbox One ;NAN;   Gears for Breakfast ;NAN;October 05, 2017 ;October 05, 2017 ;NAN
91;131.0; A Kingdom for Keflings ;5½ Hours ;17 Hours ;33½ Hours ;11½ Hours ;   PC, Xbox 360, Xbox One ;   Simulation ;   NinjaBee ;   Microsoft Game Studios ;November 19, 2008 ;NAN;NAN
92;132.0; A Mind Forever Voyaging ;5½ Hours ;-- ;-- ;5½ Hours ;   PC ;NAN;   Infocom ;   Infocom ;August 14, 1985 ;NAN;NAN
93;136.0; A Nightmare on Elm Street ;53 Mins ;2 Hours ;2½ Hours ;1½ Hours ;   NES ;   Platform ;   Rare ;   LJN ;October 1990 ;NAN;NAN
94;138.0; A Stroke of Fate: Operation Valkyrie ;7 Hours ;8 Hours ;9 Hours ;8½ Hours ;   PC ;NAN;   SPLine ;   Akella ;February 13, 2009 ;NAN;NAN
95;139.0; A Tale of Two Kingdoms ;-- ;-- ;-- ;-- ;   PC ;   Adventure ;   Crystal Shard ;   Crystal Shard ;July 15, 2007 ;NAN;NAN
96;140.0; A Valley Without Wind ;13 Hours ;15½ Hours ;92 Hours ;18 Hours ;   PC ;NAN;   Arcen Games ;   Arcen Games ;April 23, 2012 ;NAN;NAN
97;141.0; A Valley Without Wind 2 ;9½ Hours ;11 Hours ;-- ;9½ Hours ;   PC ;NAN;   Arcen Games ;   Arcen Games ;February 18, 2013 ;NAN;NAN
98;142.0; A Vampyre Story ;7½ Hours ;7½ Hours ;10 Hours ;7½ Hours ;   PC ;   Adventure ;   Autumn Moon Entertainment ;NAN;December 02, 2008 ;November 21, 2008 ;NAN
99;143.0; A Virus Named Tom ;4 Hours ;11 Hours ;27 Hours ;6 Hours ;   PC, PlayStation Vita ;NAN;   Misfits Attic ;   Misfits Attic ;August 01, 2012 ;NAN;NAN
100;144.0; A Walk in the Dark ;4 Hours ;4 Hours ;13 Hours ;4½ Hours ;   PC, Xbox One ;   Platform ;   Flying Turtle Software ;NAN;November 07, 2013 ;November 07, 2013 ;NAN
101;145.0; A Witch's Tale ;16 Hours ;17½ Hours ;22½ Hours ;18 Hours ;   Nintendo DS ;   Role-Playing ;   Hit Maker ;NAN;October 06, 2009 ;NAN;May 28, 2009 
102;146.0; A World of Keflings ;7½ Hours ;10½ Hours ;14 Hours ;10 Hours ;   PC, Xbox 360, Xbox One ;   Simulation ;   NinjaBee ;   Microsoft Studios ;December 22, 2010 ;NAN;NAN
103;148.0; A-Train ;-- ;-- ;-- ;-- ;NAN;   Simulation ;   Artdink ;   Maxis ; 1985 ;NAN;NAN
104;150.0; A.R.C. Squadron ;3 Hours ;-- ;-- ;3 Hours ;NAN;NAN;   Psyonix Studios ;NAN;November 01, 2012 ;NAN;NAN
105;152.0; A.R.E.S.: Extinction Agenda ;2 Hours ;3½ Hours ;9 Hours ;3 Hours ;   PC, Xbox 360 ;NAN;   Extend Studio ;   ORiGO GAMES ;January 19, 2011 ;January 19, 2011 ;NAN
106;153.0; AaAaAA!!! - A Reckless Disregard for Gravity ;4½ Hours ;6 Hours ;12 Hours ;6 Hours ;   PC ;NAN;   Dejobaan Games ;NAN;September 03, 2009 ;NAN;NAN
107;154.0; AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome ;3 Hours ;5½ Hours ;13 Hours ;5½ Hours ;   Mobile, PC ;NAN;   Dejobaan Games ;   Dejobaan Games ;November 24, 2011 ;November 24, 2011 ;NAN
108;156.0; Abadox: The Deadly Inner War ;55 Mins ;55 Mins ;59 Mins ;57 Mins ;   NES ;   Shoot 'em up ;   Natsume ;NAN;March 1990 ;April 06, 1998 ;December 15, 1989 
109;157.0; Abarenbou Princess ;-- ;-- ;-- ;-- ;NAN;   Role-Playing ;NAN;   Kadokawa Shoten ;NAN;NAN;November 29, 2001 
110;158.0; ABBA You Can Dance ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
111;159.0; Abobo's Big Adventure ;1½ Hours ;2 Hours ;-- ;2 Hours ;   Browser, PC ;NAN;   I-Mockery ;NAN;January 11, 2012 ;NAN;NAN
112;161.0; Abuse ;5½ Hours ;-- ;-- ;5½ Hours ;   PC ;NAN;   Crack dot Com ;NAN; 1996 ;NAN;NAN
113;162.0; Quake Mission Pack: Abyss Of Pandemonium ;3 Hours ;-- ;-- ;3 Hours ;   PC ;NAN;NAN;   Perfect Publishing ;April 14, 1998 ;NAN;NAN
114;163.0; Rock Band Track Pack: AC/DC Live ;4 Hours ;-- ;4 Hours ;4 Hours ;   PlayStation 2, PlayStation 3, Wii, Xbox 360 ;NAN;NAN;   MTV Games ;November 02, 2008 ;December 19, 2008 ;NAN
115;164.0; Acceleration of Suguri ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
116;165.0; Ace Attorney Investigations: Miles Edgeworth ;23 Hours ;23½ Hours ;25 Hours ;23½ Hours ;   Mobile, Nintendo 3DS, Nintendo DS ;   Adventure ;   Capcom ;   Capcom ;February 16, 2010 ;February 19, 2010 ;May 28, 2009 
117;166.0; Ace Combat 04: Shattered Skies ;4 Hours ;6½ Hours ;26 Hours ;5½ Hours ;   PlayStation 2 ;NAN;   Project Aces ;   Namco ;October 23, 2001 ;February 08, 2002 ;October 23, 2001 
118;167.0; Ace Combat 2 ;3 Hours ;7 Hours ;15½ Hours ;4 Hours ;   PlayStation ;NAN;   Namco ;   Namco ;NAN;NAN;May 30, 1997 
119;168.0; Ace Combat 3: Electrosphere ;4 Hours ;13 Hours ;25½ Hours ;6 Hours ;   PlayStation ;NAN;   Namco ;NAN;March 20, 2000 ;January 21, 2000 ;May 27, 1999 
120;169.0; Ace Combat 5: The Unsung War ;7 Hours ;12½ Hours ;33½ Hours ;8½ Hours ;   PlayStation 2, PlayStation 4 ;NAN;   Project Aces ;NAN;October 25, 2004 ;February 18, 2005 ;October 21, 2004 
121;170.0; Ace Combat 6: Fires of Liberation ;9 Hours ;16 Hours ;33½ Hours ;11 Hours ;   Xbox 360, Xbox One ;NAN;   Project Aces ;   Namco Bandai Games ;October 23, 2007 ;November 23, 2007 ;November 01, 2007 
122;171.0; Ace Combat X: Skies of Deception ;4 Hours ;5½ Hours ;13½ Hours ;5 Hours ;   PlayStation Portable ;NAN;   Access Games ;NAN;October 24, 2006 ;November 08, 2006 ;October 26, 2006 
123;172.0; Ace Combat Zero: The Belkan War ;4½ Hours ;7½ Hours ;20 Hours ;6 Hours ;   PlayStation 2 ;   Arcade ;   Project Aces ;   Namco Bandai ;April 25, 2006 ;September 15, 2006 ;March 23, 2006 
124;173.0; Ace Combat: Assault Horizon ;8½ Hours ;13½ Hours ;77 Hours ;11 Hours ;   PC, PlayStation 3, Xbox 360 ;   Arcade ;   Project Aces ;   Namco Bandai Games ;October 11, 2011 ;October 14, 2011 ;October 13, 2011 
125;175.0; Ace Combat: Assault Horizon Legacy ;4 Hours ;7½ Hours ;13½ Hours ;5½ Hours ;   Nintendo 3DS ;   Action ;   Project Aces ;   Namco Bandai Games ;November 15, 2011 ;December 02, 2011 ;January 12, 2012 
126;177.0; Ace of Aces ;-- ;-- ;-- ;-- ;   Atari 7800 ;NAN;   Artech Digital Entertainment ;NAN; 1986 ;NAN;NAN
127;178.0; Ace of Spades ;-- ;19 Hours ;NAN;NAN;   PC ;NAN;   Jagex Games Studio ;   Jagex Games Studio ;December 12, 2012 ;December 12, 2012 ;NAN
128;179.0; Aces of the Pacific ;-- ;28 Hours ;-- ;28 Hours ;NAN;   Flight Simulation ;   Dynamix ;   Sierra Entertainment ; 1992 ;NAN;NAN
129;180.0; Achievement Unlocked ;15 Mins ;23 Mins ;20 Mins ;21 Mins ;   Browser, PC ;NAN;   jmtb02 ;   Armor Games ;December 17, 2008 ;NAN;NAN
130;181.0; Achron ;70 Hours ;-- ;-- ;70 Hours ;   PC ;NAN;   Hazardous Software ;   Hazardous Software ;August 29, 2011 ;NAN;NAN
131;182.0; Achtung Panzer: Kharkov 1943 ;-- ;-- ;-- ;-- ;   PC ;NAN;   Graviteam ;   NA: Paradox Interactive. EU: Mamba Games ;February 25, 2010 ;April 14, 2010 ;NAN
132;183.0; Acid Drop ;26 Mins ;-- ;-- ;26 Mins ;   Atari 2600 ;   Puzzle ;   Dennis Kiss ;   Salu ; 1992 ;NAN;NAN
133;184.0; Acrophobia ;-- ;-- ;NAN;NAN;   PC ;   Trivia ;   Berkeley Systems ;   Berkeley Systems ;November 17, 1997 ;NAN;NAN
134;185.0; Across Age DX ;-- ;-- ;-- ;-- ;NAN;   Role-Playing ;   FDG Entertainment ;   FDG Entertainment ;NAN;NAN;NAN
135;187.0; Action Bass ;4 Hours ;-- ;-- ;4 Hours ;   PlayStation ;   Sports ;NAN;   Take-Two Interactive ;NAN;NAN;NAN
136;188.0; Action Fighter ;1½ Hours ;-- ;-- ;1½ Hours ;   Sega Master System ;NAN;   Sega ;   Sega ; 1989 ; 1989 ; 1986 
137;189.0; Action Man: Raid on Island X ;-- ;-- ;-- ;-- ;   PC ;   Action ;NAN;NAN;September 30, 2000 ;NAN;NAN
138;190.0; Activision Hits Remixed ;-- ;-- ;-- ;NAN;NAN;   Compilation ;   Digital Eclipse ;   Activision ;November 08, 2006 ;NAN;NAN
139;192.0; ActRaiser 2 ;3 Hours ;-- ;4 Hours ;4 Hours ;   Super Nintendo ;   Platform ;   Quintet ;NAN;November 1993 ; 1994 ;October 29, 1993 
140;193.0; Actua Soccer ;-- ;-- ;-- ;NAN;   PC, PlayStation ;   Sports ;   Gremlin Interactive ;   Gremlin Interactive ; 1995 ;NAN;NAN
141;194.0; Actua Soccer: Club Edition ;6 Hours ;-- ;-- ;NAN;   PlayStation ;   Sports ;   Gremlin Interactive ;   Gremlin Interactive ;NAN; 1996 ;NAN
142;196.0; Actual Sunlight ;1 Hours ;1 Hours ;1½ Hours ;1½ Hours ;   PC, PlayStation Vita ;   Adventure ;   Will O'Neill ;   Will O'Neill ;April 03, 2014 ;NAN;NAN
143;197.0; Adagio ;-- ;-- ;-- ;-- ;NAN;   Visual Novel ;   17 ;   17 ;August 19, 2006 ;NAN;August 20, 2004 
144;201.0; Addams Family Values ;9 Hours ;-- ;-- ;9 Hours ;   Sega Mega Drive/Genesis ;NAN;   Ocean Software ;   Ocean Software ;February 1995 ;NAN;NAN
