;id;Name;Main Story;Main + Extras;Completionist;All Styles;Platforms;Genre;Developer;Publisher;NA;EU;JP
155;73173.0; Life Tastes Like Cardboard ;5 Hours ;-- ;-- ;5 Hours ;   PC ;   Adventure ;   Demensa ;   Demensa ;September 22, 2019 ;September 22, 2019 ;NAN
156;73174.0; Arcadia (2018) ;2½ Hours ;-- ;-- ;2½ Hours ;   PC ;   Visual Novel ;   Somnova Studios ;   Watercress ;April 01, 2018 ;April 01, 2018 ;NAN
157;73175.0; Langrisser Mobile ;-- ;-- ;-- ;-- ;   Mobile ;   Role-Playing ;   Masaya Games ;   ZlonGame ;November 28, 2018 ;NAN;NAN
158;73176.0; Mahjong Strip Solitaire: Harem Guild ;-- ;-- ;3 Hours ;3 Hours ;   PC ;   Card Game ;   Cherry Kiss Games ;   Cherry Kiss Games ;January 25, 2019 ;January 25, 2019 ;NAN
159;73177.0; Half Life : Zombie Edition ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
160;73178.0; Mark After Dark ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
161;73179.0; The Good Time Garden ;19 Mins - 27 Mins ;NAN;NAN;NAN;   PC ;NAN;   Coal Supper ;   Coal Supper ;December 19, 2019 ;December 19, 2019 ;December 19, 2019 
162;73180.0; Hello Charlotte: Requiem Aeternam Deo ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
163;73181.0; The Original Mobile Games - Politics Pack ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
164;73182.0; New Star Manager ;-- ;-- ;-- ;-- ;   Nintendo Switch, PC ;NAN;   New Star Games ;   Five Aces Publishing ;September 27, 2018 ;September 27, 2018 ;NAN
165;73183.0; Yet another tower defence ;-- ;-- ;6½ Hours ;6½ Hours ;   PC ;NAN;   Fantasy Li ;   SakuraGame ;November 02, 2018 ;November 02, 2018 ;NAN
166;73184.0; Fire Emblem All Stars ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
167;73185.0; NFL Blitz - Special Edition ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
168;73186.0; Puyo Puyo 4: Puyo Puyo Party ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
