;id;Name;Main Story;Main + Extras;Completionist;All Styles;Platforms;Genre;Developer;Publisher;NA;EU;JP
0;94000.0; Secret Neighbor: Hello Neighbor Multiplayer ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
1;94001.0; Milky Way Prince – The Vampire Star ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
2;94002.0; Psychic Guardian Super Splendor ;-- ;-- ;-- ;-- ;   PC ;   Role-Playing ;   No Future ;   Kagura Games ;May 28, 2021 ;May 28, 2021 ;NAN
3;94003.0;" Romancing SaGa Re;univerSe ";-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
4;94004.0; Touhou Hyouibana ~ Antinomy of Common Flowers ;-- ;-- ;-- ;-- ;   Nintendo Switch, PC, PlayStation 4 ;   Action ;   Twilight Frontier ;   SUNFISH ;January 05, 2018 ;January 05, 2018 ;NAN
5;94005.0; The Lost Fountain ;-- ;-- ;-- ;-- ;   Mobile ;   Puzzle ;   MediaCity Games ;NAN;February 07, 2015 ;NAN;NAN
6;94006.0; To The Rescue! ;3 Hours ;-- ;-- ;3 Hours ;   Linux, Mac, PC ;NAN;   Little Rock Games ;   Freedom Games ;NAN;NAN;NAN
7;94007.0; The Lonely Hacker ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
8;94009.0; Momotarou Densetsu: Peach Boy Legend ;25½ Hours ;30 Hours ;32 Hours ;29 Hours ;   NES, Sharp X68000 ;   Role-Playing ;NAN;   Hudson ;NAN;NAN;October 26, 1987 
9;94010.0; Legacy 2 - The Ancient Curse ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
10;94011.0; Risu Demo ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
11;94012.0; King Salmon: The Big Catch ;-- ;-- ;-- ;-- ;   Sega Mega Drive/Genesis ;NAN;   HOT-B ;NAN;March 21, 1993 ;NAN;September 26, 1992 
12;94013.0; The Frankenstein Wars ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
13;94014.0; The Chant ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
14;94016.0; Cavernaut ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
15;94017.0; Adventures of Poco Eco - Lost Sounds ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
16;94018.0; Alekon ;5 Hours ;7½ Hours ;13 Hours ;8 Hours ;   PC ;NAN;   The Alekon Company ;   The Alekon Company ;June 12, 2021 ;June 12, 2021 ;NAN
17;94019.0; Daregon: Isometric Puzzles ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
18;94020.0; Legacy - The Lost Pyramid ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
19;94021.0; CELL 13 ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
20;94022.0; Tiny Hope ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
21;94026.0; Zombie City Defense ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
22;94027.0; Drawtopia ;-- ;-- ;-- ;-- ;   PC ;   Puzzle ;   SuperSmithBros ;NAN;February 04, 2018 ;February 04, 2018 ;NAN
23;94028.0; AceSpeeder3 ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
24;94029.0; Game Studio Tycoon ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
25;94032.0; Construction Simualtor 2014 ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
26;94034.0; Aare Safari Ride ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
27;94035.0; Alchemist’s Castle ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
28;94036.0; Haunting At Cliffhouse ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
29;94039.0; Number Mazes: Rikudo Puzzles ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
30;94040.0; Business Inc ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
31;94041.0; Colour Tap - ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
32;94042.0; Alive 2 Survive ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
33;94043.0; Some Peace Of Mind ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
34;94044.0; The City of Time ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
35;94045.0; RAVON ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
36;94046.0; SEVEN’s CODE ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
37;94047.0; Crystal Cove ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
38;94049.0; Paintiles ;-- ;-- ;-- ;-- ;   PC ;   Puzzle ;   Andrey Spencer ;NAN;November 19, 2018 ;November 19, 2018 ;NAN
39;94050.0; Glopo ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
40;94051.0; Glopy ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
