;id;Name;Main Story;Main + Extras;Completionist;All Styles;Platforms;Genre;Developer;Publisher;NA;EU;JP
0;56000.0; Zomby Soldier ;-- ;-- ;-- ;-- ;   PC ;   Action ;   Tero Lunkka ;   Tero Lunkka ;January 22, 2018 ;January 22, 2018 ;NAN
1;56001.0; Death Game+ ;-- ;-- ;-- ;-- ;   PC ;NAN;   Enemby Games ;   Enemby Games ;April 19, 2018 ;April 19, 2018 ;NAN
2;56002.0; The Breeding: The Fog ;-- ;-- ;-- ;-- ;   PC ;NAN;   Gbrossoft ;   Gbrossoft ;December 01, 2017 ;December 01, 2017 ;NAN
3;56003.0; Insects Runner ;-- ;-- ;-- ;-- ;   PC ;   Strategy ;   Primitive Studio ;   Primitive Studio ;November 22, 2017 ;November 22, 2017 ;NAN
4;56004.0; Pony World 2 ;-- ;-- ;-- ;-- ;   PC ;NAN;   Play Publishing ;   Play Publishing ;April 07, 2017 ;April 07, 2017 ;NAN
5;56005.0; Lantern of Worlds ;-- ;-- ;-- ;-- ;   PC ;NAN;   Fasold Games ;   Fasold Games ;October 05, 2017 ;October 05, 2017 ;NAN
6;56006.0; Thirsty Bubble ;-- ;-- ;-- ;-- ;   PC ;NAN;NAN;   Tero Lunkka ;February 06, 2018 ;February 06, 2018 ;NAN
7;56007.0; This Grand Life ;1 Hours ;-- ;13 Hours ;7 Hours ;   PC ;   Simulation ;   Poking Water Games ;   Poking Water Games ;April 17, 2018 ;April 17, 2018 ;NAN
8;56008.0; Viki Spotter: Megapolis ;-- ;-- ;24 Mins ;24 Mins ;   PC ;NAN;   For Kids ;   For Kids ;February 20, 2018 ;February 20, 2018 ;NAN
9;56009.0; one level: stickman jailbreak ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
10;56010.0; #Have a Sticker ;-- ;-- ;35 Mins ;35 Mins ;   PC ;   Puzzle ;   Red Dolphin Games ;   VT Publishing ;April 26, 2018 ;April 26, 2018 ;NAN
11;56011.0; AWAKEN：Gunpowder Adventurer Day.Dream ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
12;56012.0; Zeran's Folly ;-- ;-- ;-- ;-- ;   PC ;NAN;   Myroid-Type Comics ;   Myroid-Type Comics ;October 06, 2017 ;October 06, 2017 ;NAN
13;56013.0; Jump Gunners ;-- ;-- ;-- ;-- ;   PC ;   Action ;   NerdRage Studios ;   NerdRage Studios ;November 03, 2017 ;November 03, 2017 ;NAN
14;56014.0; SUPER BENBO QUEST: TURBO DELUXE ;2½ Hours ;-- ;-- ;2½ Hours ;   PC ;NAN;   Thumbtack ;   Thumbtack ;March 08, 2018 ;March 08, 2018 ;NAN
15;56015.0; A Lenda do Herói - O Herói desta Canção ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
16;56016.0; War for the Overworld - Heart of Gold ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
17;56017.0; Intruder (2013) ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
18;56018.0; The Cube ;-- ;-- ;3 Hours ;3 Hours ;   PC ;NAN;   Vicrusenpai ;   Cisamid ;December 11, 2017 ;December 11, 2017 ;NAN
19;56019.0; Intrusion ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
20;56020.0; Invisible (2018) ;-- ;-- ;-- ;-- ;   PC ;NAN;   Tsukinowa App. ;   Tsukinowa App. ;January 26, 2018 ;January 26, 2018 ;NAN
21;56021.0; NeoSticks ;-- ;-- ;18 Hours ;18 Hours ;   PC ;   Arcade ;   BJGameInd ;   BJGameInd ;April 20, 2018 ;April 20, 2018 ;NAN
22;56023.0; YOU LEFT ME ;18 Mins ;18 Mins ;22 Mins ;19 Mins ;   PC ;   Visual Novel ;   Angela He ;   Angela He ;April 24, 2018 ;NAN;NAN
23;56024.0; ShineG In The Zombies ;-- ;-- ;-- ;-- ;   PC ;   Action ;   GaluluGame ;   GaluluGame ;August 25, 2017 ;August 25, 2017 ;NAN
24;56025.0; Stationeers ;-- ;-- ;-- ;-- ;   PC ;NAN;   RocketWerkz ;   RocketWerkz ;December 12, 2017 ;December 12, 2017 ;NAN
25;56026.0; Tragedy of Prince Rupert ;-- ;-- ;-- ;-- ;   PC ;NAN;   Spytihněv ;   Spytihněv ;July 26, 2017 ;July 26, 2017 ;NAN
26;56030.0; Total War Saga: Thrones of Britannia ;10½ Hours ;11 Hours ;-- ;11 Hours ;   PC ;NAN;   Creative Assembly ;   Sega ;May 03, 2018 ;May 03, 2018 ;NAN
27;56031.0; Close Your Eyes (2018) ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
28;56032.0; Geoid ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
29;56036.0; The Uncertian: Episode 1 - The Last Quiet Day ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
30;56037.0; preta vendetta rising ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
31;56038.0; apocryph ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
32;56039.0; Basingstoke ;5½ Hours ;-- ;15½ Hours ;9 Hours ;   PC ;NAN;   Puppygames ;   Puppygames ;April 27, 2018 ;April 27, 2018 ;NAN
33;56040.0; Solo (2018) ;2½ Hours ;4 Hours ;5½ Hours ;4½ Hours ;   Nintendo Switch, PC, PlayStation 4 ;   Puzzle ;   Team Gotham ;   Team Gotham ;April 26, 2018 ;April 26, 2018 ;NAN
34;56041.0; Ayo: A Rain Tale ;2 Hours ;-- ;8½ Hours ;5 Hours ;   PC ;NAN;   Inkline ;   Inkline ;November 09, 2017 ;November 09, 2017 ;NAN
35;56042.0; Super Daryl Deluxe ;20½ Hours ;25½ Hours ;35 Hours ;30 Hours ;   Nintendo Switch, PC, PlayStation 4 ;NAN;   Dan & Gary Games ;   Dan & Gary Games ;April 10, 2018 ;April 10, 2018 ;NAN
36;56044.0; Ironbound ;-- ;-- ;-- ;-- ;   PC ;NAN;   Secret Level ;   Making Fun ;January 04, 2018 ;January 04, 2018 ;NAN
37;56045.0; Relic Keepers ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
38;56046.0; Suicide Adventures ;-- ;-- ;15 Mins ;15 Mins ;   PC ;NAN;   Idea Cabin ;   Idea Cabin ;September 22, 2017 ;September 22, 2017 ;NAN
39;56047.0; Usurper ;-- ;13½ Hours ;16 Hours ;14½ Hours ;   PC ;NAN;   Steve Gal ;   Pugware ;February 20, 2018 ;February 20, 2018 ;NAN
