;id;Name;Main Story;Main + Extras;Completionist;All Styles;Platforms;Genre;Developer;Publisher;NA;EU;JP
0;76000.0; WilliU: The Big GetBack ;-- ;-- ;-- ;-- ;NAN;NAN;   Amon Twentysix ;NAN;NAN;NAN;NAN
1;76001.0; WitchWay ;1½ Hours ;2½ Hours ;3 Hours ;2½ Hours ;   PC ;NAN;   Andrew Gleeson ;NAN;February 04, 2017 ;NAN;NAN
2;76002.0; Resident Evil 3: Raccoon City Demo ;24 Mins ;42 Mins ;1½ Hours ;35 Mins ;   PC, PlayStation 4 ;NAN;NAN;   Capcom ;March 19, 2020 ;March 19, 2020 ;March 19, 2020 
3;76004.0; Tunche ;7 Hours ;-- ;-- ;7 Hours ;   PC ;   Role-Playing ;   LEAP Game Studios ;   HypeTrain Digital ;NAN;NAN;NAN
4;76005.0; Lit (RawEgg) ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
5;76006.0; Soul Mirror ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
6;76008.0; Tanky Tanks ;34 Mins ;-- ;1½ Hours ;1 Hours ;   Nintendo Switch, PC, Xbox One ;   Action ;   EpiXR Games ;   EpiXR Games ;August 30, 2019 ;August 30, 2019 ;NAN
7;76009.0; Virtual Foosball ;-- ;-- ;32 Mins ;32 Mins ;   PC ;NAN;   Shrimmeling Studio ;   Shrimmeling Studio ;May 07, 2019 ;May 07, 2019 ;NAN
8;76010.0; Telepath ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
9;76011.0; Fallarska ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
10;76012.0; The Employee ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
11;76013.0; You have 293 Keys ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
12;76014.0; Crypt Worlds: Your Darkest Desires Come True ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
13;76015.0; Horrible Screaming Murderer IV ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
14;76016.0; EQQO ;3 Hours ;3½ Hours ;-- ;3 Hours ;   Nintendo Switch, Oculus Go ;NAN;   Parallel Studio ;   Nakana.io ;February 07, 2020 ;NAN;NAN
15;76017.0; Frozen Soul ;-- ;-- ;-- ;-- ;   Mac, PC ;NAN;   Simulators Live ;   Simulators Live ;July 27, 2018 ;July 27, 2018 ;NAN
16;76018.0; Conduct Together! ;5 Hours ;13 Hours ;20 Hours ;14 Hours ;   Nintendo Switch ;   Simulation ;   Northplay ApS ;   Northplay ApS ;December 06, 2018 ;NAN;NAN
17;76020.0; Code Vein: Frozen Empress DLC ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
18;76021.0; The Walking Dead: Episode 1 - A New Day ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
19;76022.0; The Walking Dead: Episode 2 - Starved for Help ;-- ;-- ;-- ;-- ;NAN;NAN;NAN;NAN;NAN;NAN;NAN
